title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publisher,publication_year,editions_by_work,work_ratings_count,author_ratings_count,publisher_ratings_count,cross_publisher_author_ratings_count,is_series,engagement,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2,lang_en-GB,lang_en-US,lang_eng,lang_fre,lang_ger,lang_others,lang_spa
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,6,1266,253,Random House Audio,2005.0,6.0,12613.0,624177,16830,1266,1,0.19984202211690363,1.7138647,-3.492058,-15.052987,12.951765,0.06867109,0.23057362,0.0,0.0,0,0,1,0,0,0,0
In Cold Blood,Truman Capote,4.07,15,563,133,Random House Audio,2006.0,3.0,7329.0,49613,16830,563,0,0.23623445825932504,-4.693327,-5.846184,-20.674406,15.664999,-18.622438,7.6882963,-17.36494,28.609598,0,0,1,0,0,0,0
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0,91,16,Random House Audio,2006.0,8.0,1704929.0,4140267,16830,91,1,0.17582417582417584,-3.0389397,-6.7300835,-10.157245,12.628956,-2.728874,-5.323933,-22.45491,26.516127,0,0,1,0,0,0,0
The Summons / The Brethren,John Grisham,3.99,0,241,9,Random House Audio,2006.0,1.0,241.0,1901389,16830,717,0,0.03734439834024896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Like Water for Chocolate,Laura Esquivel,3.95,0,121,33,Random House Audio,2006.0,3.0,283331.0,286602,16830,121,0,0.2727272727272727,-1.8162838,-5.152366,-23.42713,13.726194,10.620661,-16.893967,0.0,0.0,0,0,1,0,0,0,0
Lolita,Vladimir Nabokov,3.89,12,787,239,Random House Audio,2005.0,4.0,25230.0,108005,16830,787,0,0.3036848792884371,-4.750858,-3.5471811,-20.937096,14.003782,0.0,0.0,3.5393655,-9.496633,0,0,1,0,0,0,0
The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton,4.16,0,267,7,Random House Audio,2006.0,1.0,267.0,964332,16830,374,0,0.026217228464419477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
The Stephen King Collection: Stories from Night Shift,Stephen King,4.0,11,56,9,Random House Audio,2005.0,2.0,718.0,3919914,16830,1675,0,0.16071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Gray Matter and Other Stories from Night Shift,Stephen King,3.93,0,156,9,Random House Audio,1993.0,1.0,156.0,3919914,16830,1675,0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Carl Hiaasen,4.45,9,44,1,Random House Audio,2000.0,2.0,134.0,263848,16830,134,0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin,4.41,0,113,12,Random House Audio,2004.0,2.0,638879.0,639635,16830,113,1,0.10619469026548672,0.36430195,-2.6864007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Sound and the Fury,William Faulkner,3.86,9,138,37,Random House Audio,2005.0,3.0,1676.0,77435,16830,138,0,0.26811594202898553,-3.8047178,-3.8685327,-22.968763,13.188011,-4.635,-7.8211036,0.0,0.0,0,0,1,0,0,0,0
Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.1,0,1,0,Random House Audio,2004.0,2.0,542.0,25266,16830,1,0,0.0,-4.0756226,-6.1562123,-19.26925,16.033041,-1.4814488,21.363228,-22.530016,26.856546,0,0,1,0,0,0,0
The Sea,John Banville,3.51,0,42,12,Random House Audio,2006.0,1.0,42.0,27278,16830,42,0,0.2857142857142857,-2.953824,-5.229063,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Icebound,David Axton,3.76,0,46,12,Random House Audio,2007.0,2.0,17108.0,17108,16830,46,0,0.2608695652173913,-3.1710887,-4.663107,0.0,0.0,1.7093834,13.14326,0.0,0.0,0,0,1,0,0,0,0
Pompeii,Robert   Harris,3.82,0,7,1,Random House Audio,2006.0,1.0,7.0,26929,16830,7,0,0.14285714285714285,-0.9641584,-6.716495,-23.753592,13.085385,-18.41477,7.535799,-21.883654,26.57331,0,0,1,0,0,0,0
Hundred-Dollar Baby (Spenser  #34),Robert B. Parker,3.82,0,57,11,Random House Audio,2006.0,1.0,57.0,4228,16830,57,1,0.19298245614035087,-2.6589205,-7.5800643,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,13,53,15,Random House Audio,2007.0,0.0,0.0,65005,16830,53,1,0.2830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter,4.26,0,11,1,Random House Audio,1998.0,1.0,11.0,48,16830,12,1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Day Before Midnight,Stephen Hunter,4.01,0,1,0,Random House Audio,1989.0,1.0,1.0,48,16830,12,0,0.0,-3.7690227,-7.0586605,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Waterworks,E.L. Doctorow,3.44,0,16,2,Random House Audio,1994.0,1.0,16.0,11687,16830,16,0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton,4.29,0,107,3,Random House Audio,2000.0,1.0,107.0,964332,16830,374,0,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Haunted,Chuck Palahniuk,3.59,14,57,23,Random House Audio,2005.0,4.0,78626.0,665958,16830,57,0,0.40350877192982454,-0.86716366,-4.7773495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Judge Dredd (Audio Cassette),Neal Barrett Jr.,2.96,0,6,0,Random House Audio,1995.0,1.0,6.0,6,16830,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.94,3,34,3,Random House Audio,1999.0,0.0,0.0,1662845,16830,34,0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham,4.5,0,476,9,Random House Audio,2004.0,1.0,476.0,1901389,16830,717,0,0.018907563025210083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Stephen King Collection: Stories from Night Shift,Stephen King,4.0,9,662,23,Random House Audio,2000.0,2.0,718.0,3919914,16830,1675,0,0.03474320241691843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Monkey,Stephen King,3.77,2,801,44,Random House Audio,1989.0,1.0,801.0,3919914,16830,1675,0,0.05493133583021224,-11.027826,-9.155758,-17.484707,15.638784,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The House on Mango Street,Sandra Cisneros,3.63,2,108,21,Random House Audio,2005.0,2.0,143.0,17567,16830,108,0,0.19444444444444445,-2.771732,-3.3171067,0.0,0.0,1.595251,6.53222,0.0,0.0,0,1,0,0,0,0,0
The Silmarillion  Volume 3,J.R.R. Tolkien,4.19,0,60,4,Random House Audio,1998.0,1.0,60.0,5601792,16830,60,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Carl Hiaasen Collection: Lucky You and Sick Puppy,Carl Hiaasen,4.32,0,90,5,Random House Audio,2006.0,2.0,134.0,263848,16830,134,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
First Deadly Sin,Lawrence Sanders,4.04,17,2,0,Random House Audio,1989.0,1.0,2.0,10267,16830,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice,4.27,9,10350,120,Random House Audio,1992.0,1.0,10350.0,1065548,16830,10350,0,0.011594202898550725,0.24981467,-4.3982377,-16.69052,15.142282,0.8812782,-3.4077668,-15.068339,28.846886,0,0,1,0,0,0,0
The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,815,2877,195,Wings Books,1996.0,3.0,256063.0,624177,4751,2877,1,0.06777893639207508,1.7170608,-3.4485419,-15.05283,12.952637,0.075081006,0.23988833,0.0,0.0,0,0,1,0,0,0,0
A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,720,960,27,Wings Books,1994.0,1.0,960.0,964332,4751,960,0,0.028125,1.3893883,-2.785681,-20.726614,16.008772,-2.8516107,11.919844,-17.448397,29.166317,0,0,1,0,0,0,0
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,527,914,8,Wings Books,1995.0,1.0,914.0,1300422,4751,914,0,0.0087527352297593,-3.4891465,-3.832255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Short History of Nearly Everything,Bill Bryson,4.21,544,248558,9396,Broadway Books,2004.0,4.0,249651.0,917867,695164,385603,0,0.037802042179290146,-8.674858,-4.890817,0.0,0.0,0.06841643,0.25296843,0.0,0.0,0,0,1,0,0,0,0
Bill Bryson's African Diary,Bill Bryson,3.44,55,7270,499,Broadway Books,2002.0,2.0,7534.0,917867,695164,385603,0,0.06863823933975241,-7.826478,-6.936718,0.0,0.0,-18.437675,7.270734,0.0,0.0,0,0,1,0,0,0,0
Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.87,256,2088,131,Broadway Books,2004.0,1.0,2088.0,917867,695164,385603,0,0.06273946360153257,-7.652252,-3.5960677,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
In a Sunburned Country,Bill Bryson,4.07,335,72451,4245,Broadway Books,2001.0,2.0,76961.0,917867,695164,385603,0,0.058591323791252016,-7.888383,-6.922791,17.054796,18.168291,-19.638685,9.5146,13.535626,9.321599,0,0,1,0,0,0,0
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,304,49240,2211,Broadway Books,2000.0,1.0,49240.0,917867,695164,385603,0,0.044902518277822906,-7.7993994,-6.770031,17.054792,18.168291,-24.776783,6.2257395,-16.767803,28.419615,0,0,1,0,0,0,0
The Da Vinci Code,Dan Brown,3.84,467,1120,105,Broadway Books,2006.0,8.0,1704929.0,4140267,695164,1120,0,0.09375,-3.0389397,-6.7300835,-10.157245,12.628956,-2.728874,-5.323933,-22.45491,26.516127,0,0,1,0,0,0,0
Shibumi,Trevanian,4.21,480,9498,637,Broadway Books,2005.0,1.0,9498.0,24123,695164,24123,0,0.06706675089492525,-3.75647,-7.0009313,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann,4.23,400,1392,136,Broadway Books,2004.0,1.0,1392.0,1392,695164,1392,0,0.09770114942528736,-8.868093,-4.7609344,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,368,2594,403,Broadway Books,2005.0,1.0,2594.0,2594,695164,2594,0,0.1553585196607556,-5.5147595,-4.932269,-22.296494,14.851121,10.1491995,14.126171,3.3418794,-9.329211,0,0,1,0,0,0,0
Northern Lights,Tim O'Brien,3.29,372,981,69,Broadway Books,1999.0,1.0,981.0,34792,695164,8744,0,0.07033639143730887,-4.8340244,-6.723393,0.0,0.0,-6.6866484,11.248392,0.0,0.0,0,0,1,0,0,0,0
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,225,7763,362,Broadway Books,1999.0,3.0,7827.0,34792,695164,8744,0,0.04663145691098802,-5.0412216,-6.676468,-21.048876,15.649685,3.0150888,2.2619698,3.2775757,-9.374737,0,0,1,0,0,0,0
Love @ First Site,Jane Moore,3.41,368,910,74,Broadway Books,2006.0,1.0,910.0,910,695164,910,0,0.08131868131868132,-1.6352719,-4.3785133,0.0,0.0,27.228832,12.097351,0.0,0.0,0,1,0,0,0,0,0
Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,304,15315,1101,Broadway Books,2004.0,1.0,15315.0,15315,695164,15315,0,0.07189030362389814,-7.855161,-6.9043336,-23.180967,13.905508,-19.100872,5.3371,0.0,0.0,0,0,1,0,0,0,0
A Short History of Nearly Everything,Bill Bryson,4.21,624,352,37,Broadway Books,2005.0,4.0,249651.0,917867,695164,385603,0,0.10511363636363637,-8.674858,-4.890817,0.0,0.0,0.06841643,0.25296843,0.0,0.0,0,0,1,0,0,0,0
A Christmas Story,Jean Shepherd,4.08,144,3187,381,Broadway Books,2003.0,1.0,3187.0,3187,695164,3187,0,0.11954816441794791,-2.3017533,-4.6502867,0.0,0.0,8.073694,-1.645729,0.0,0.0,0,0,1,0,0,0,0
Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,291,1036,171,Broadway Books,1998.0,1.0,1036.0,1036,695164,1036,0,0.16505791505791506,-8.073934,-6.9746766,-23.550814,13.891604,-18.481058,7.7217674,0.0,0.0,0,1,0,0,0,0,0
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper,3.79,80,3192,307,Broadway Books,2004.0,2.0,3373.0,3373,695164,3192,0,0.09617794486215539,-0.32161096,0.3419875,13.773205,-9.755186,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,320,4040,259,Broadway Books,2003.0,1.0,4040.0,4040,695164,4040,0,0.06410891089108911,-7.0022507,-5.5144973,-23.506245,14.232159,-24.08913,6.1905875,0.0,0.0,0,0,1,0,0,0,0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,284,4315,532,Broadway Books,1999.0,3.0,314560.0,917867,695164,385603,0,0.12329084588644264,-7.9468217,-6.8160276,17.069992,18.183493,-1.4475212,4.5562453,-22.171259,26.857542,0,0,1,0,0,0,0
Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,512,8257,793,Broadway Books,2001.0,2.0,8286.0,8286,695164,8257,0,0.09603972387065521,-0.98650134,-0.50105405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,272,19422,2077,Broadway Books,2004.0,1.0,19422.0,19422,695164,19422,0,0.1069405828441973,-7.9145265,-6.803923,0.0,0.0,-18.529947,7.296653,0.0,0.0,0,0,1,0,0,0,0
Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,288,1776,282,Broadway Books,2003.0,1.0,1776.0,1776,695164,1776,0,0.15878378378378377,-6.492114,-4.463104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon,4.43,576,4404,434,Broadway Books,1998.0,1.0,4404.0,16475,695164,4404,0,0.09854677565849228,-7.454479,-5.554276,0.0,0.0,-0.0616243,3.6197276,0.0,0.0,0,0,1,0,0,0,0
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,320,323,37,Broadway Books,2007.0,1.0,323.0,323,695164,323,0,0.11455108359133127,-6.5693407,-4.4813695,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo,4.05,288,966,108,Broadway Books,2003.0,1.0,966.0,966,695164,966,0,0.11180124223602485,-7.47246,-5.5620747,-24.415184,13.970336,0.45389625,16.912033,0.0,0.0,0,0,1,0,0,0,0
Bookends,Jane Green,3.72,368,37153,822,Broadway Books,2003.0,1.0,37153.0,234394,695164,178428,0,0.02212472747826555,-2.1147575,-4.092757,0.0,0.0,-18.222599,7.646131,0.0,0.0,0,0,1,0,0,0,0
The Alchemist's Daughter,Katharine McMahon,3.25,346,3565,451,Broadway Books,2006.0,1.0,3565.0,3565,695164,3565,0,0.126507713884993,-3.3125107,-5.3537364,0.0,0.0,27.347147,12.028719,0.0,0.0,0,0,1,0,0,0,0
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,4.12,272,249,44,Broadway Books,1992.0,1.0,249.0,249,695164,249,0,0.17670682730923695,-7.255556,-1.6975495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,3.64,360,2260,151,Broadway Books,2003.0,1.0,2260.0,2260,695164,2260,1,0.0668141592920354,-0.36769575,-3.143778,0.0,0.0,-17.014952,8.2072,0.0,0.0,0,0,1,0,0,0,0
The Best Recipes in the World: More Than 1 000 International Dishes to Cook at Home,Mark Bittman,3.98,757,1813,40,Broadway Books,2005.0,1.0,1813.0,2074,695164,2074,0,0.02206287920573635,-7.971988,-5.8382483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Minimalist Cooks at Home: Recipes That Give You More Flavor from Fewer Ingredients in Less Time,Mark Bittman,3.9,240,261,20,Broadway Books,2002.0,1.0,261.0,2074,695164,2074,0,0.07662835249042145,-9.414828,-7.312439,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Ruby Ring,Diane Haeger,3.7,371,1070,70,Broadway Books,2005.0,1.0,1070.0,1070,695164,1070,0,0.06542056074766354,-0.6460705,-5.6162415,-23.64282,12.954977,-0.3557094,7.5634675,0.0,0.0,0,0,1,0,0,0,0
Conspiracy of Fools,Kurt Eichenwald,4.23,784,4511,309,Broadway Books,2005.0,1.0,4511.0,4511,695164,4511,0,0.06849922411882066,-10.923755,-8.943065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Thumbsucker,Walter Kirn,3.44,300,1203,111,Broadway Books,1999.0,1.0,1203.0,4707,695164,1203,0,0.09226932668329177,0.14619096,-6.9019938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Crazyladies of Pearl Street,Trevanian,3.77,384,1063,157,Broadway Books,2006.0,1.0,1063.0,24123,695164,24123,0,0.14769520225776106,-2.255981,-4.979657,0.0,0.0,-18.174618,7.4782677,0.0,0.0,0,0,1,0,0,0,0
The Summer of Katya,Trevanian,3.99,288,2257,116,Broadway Books,2005.0,1.0,2257.0,24123,695164,24123,0,0.051395657953035,-2.7236385,-6.5615563,0.0,0.0,-18.262938,7.46569,0.0,0.0,0,0,1,0,0,0,0
The Main,Trevanian,3.86,352,920,32,Broadway Books,2005.0,1.0,920.0,24123,695164,24123,0,0.034782608695652174,-3.362032,-7.9919815,0.0,0.0,-18.251448,7.0624046,0.0,0.0,0,0,1,0,0,0,0
The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,336,10385,152,Broadway Books,2005.0,1.0,10385.0,24123,695164,24123,1,0.01463649494463168,-3.3921182,-6.9119196,0.0,0.0,-0.9748228,11.094417,0.0,0.0,0,0,1,0,0,0,0
The Last Boleyn,Karen Harper,4.05,592,9097,205,Broadway Books,2006.0,1.0,9097.0,9097,695164,9097,0,0.022534901615917334,-3.8747811,-5.696139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Babyville,Jane Green,3.62,464,30815,544,Broadway Books,2004.0,1.0,30815.0,234394,695164,178428,0,0.017653740061658284,-2.5923615,-5.3109145,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
To Have and to Hold,Jane Green,3.63,352,22864,445,Broadway Books,2005.0,1.0,22864.0,234394,695164,178428,0,0.019462911126662,-2.3519115,-5.507815,0.0,0.0,12.0492735,0.17348658,0.0,0.0,0,0,1,0,0,0,0
Mr. Maybe,Jane Green,3.45,368,87217,832,Broadway Books,2002.0,1.0,87217.0,234394,695164,178428,0,0.009539424653450588,-2.0073383,-4.7647543,0.0,0.0,-17.44505,4.551829,0.0,0.0,0,0,1,0,0,0,0
Babyville,Jane Green,3.62,438,153,8,Broadway Books,2003.0,1.0,153.0,234394,695164,178428,0,0.05228758169934641,-2.6095045,-5.3542094,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Bookends,Jane Green,3.72,358,226,31,Broadway Books,2002.0,1.0,226.0,234394,695164,178428,0,0.13716814159292035,-2.0921881,-3.9721885,0.0,0.0,-18.055134,7.4212008,0.0,0.0,0,0,1,0,0,0,0
Angry Black White Boy,Adam Mansbach,3.55,352,614,77,Broadway Books,2005.0,1.0,614.0,614,695164,614,0,0.1254071661237785,-2.755735,-5.296934,0.0,0.0,14.064052,20.362617,0.0,0.0,0,0,1,0,0,0,0
Going on Being: Buddhism and the Way of Change,Mark Epstein,3.99,240,576,48,Broadway Books,2002.0,1.0,576.0,5049,695164,576,0,0.08333333333333333,-9.864789,-5.1006494,-24.198828,15.635002,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Encyclopedia of an Ordinary Life,Amy Krouse Rosenthal,3.92,240,5067,897,Broadway Books,2005.0,1.0,5067.0,7248,695164,5067,0,0.17702782711663706,-7.350203,-5.9273696,-23.136972,16.0554,-24.77409,6.871536,0.0,0.0,0,0,1,0,0,0,0
The Full Matilda,David Haynes,4.0,384,46,5,Broadway Books,2004.0,1.0,46.0,46,695164,46,0,0.10869565217391304,-3.5297186,-4.4789257,0.0,0.0,2.4706705,-17.68923,0.0,0.0,0,0,1,0,0,0,0
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,3.94,268,1329,250,Broadway Books,2007.0,1.0,1329.0,917867,695164,385603,0,0.18811136192626035,-6.9836826,-6.2440104,17.05546,18.168959,-25.070904,6.578287,0.0,0.0,0,1,0,0,0,0,0
The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,299,45712,2257,William Morrow Paperbacks,1990.0,2.0,46441.0,917867,1581416,203511,0,0.04937434371718586,-7.8283587,-6.8766875,17.05479,18.16829,-6.3722315,7.7405415,-16.798052,28.478874,0,0,1,0,0,0,0
Neither Here nor There: Travels in Europe,Bill Bryson,3.86,254,48701,2238,William Morrow Paperbacks,1993.0,1.0,48701.0,917867,1581416,203511,0,0.04595388185047535,-7.959694,-6.952394,17.054794,18.168287,-17.572964,10.438234,-22.247555,26.415134,0,0,1,0,0,0,0
Notes from a Small Island,Bill Bryson,3.91,324,80609,3301,William Morrow Paperbacks,1997.0,1.0,80609.0,917867,1581416,203511,0,0.0409507623218251,-7.870201,-6.9323087,17.054796,18.168285,-17.079126,8.025071,-13.881577,29.111732,0,0,1,0,0,0,0
The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,270,28489,2085,William Morrow Paperbacks,1991.0,1.0,28489.0,917867,1581416,203511,0,0.07318614201972691,-6.2947245,-4.646508,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,336,76,9,William Morrow Paperbacks,2005.0,1.0,76.0,76,1581416,76,0,0.11842105263157894,-10.519432,-6.838928,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto,3.72,408,286,10,William Morrow Paperbacks,1990.0,1.0,286.0,286,1581416,286,0,0.03496503496503497,-8.092717,-6.6127925,-23.043396,14.726527,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,815,19320,565,William Morrow Paperbacks,2005.0,1.0,19320.0,413221,1581416,30615,1,0.02924430641821946,-3.7448616,-6.0729723,0.0,0.0,3.8856535,26.445942,-7.6689873,29.247763,0,1,0,0,0,0,0
The Big U,Neal Stephenson,3.25,308,4657,223,William Morrow Paperbacks,2001.0,1.0,4657.0,413221,1581416,30615,0,0.047884904444921626,-2.3816922,-4.670544,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
A Million Little Lies,James Pinocchio,3.41,191,201,24,William Morrow Paperbacks,2006.0,1.0,201.0,201,1581416,201,0,0.11940298507462686,-8.49819,-6.442493,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
The 3-Hour Diet: On the Go,Jorge Cruise,3.1,192,31,2,William Morrow Paperbacks,2005.0,1.0,31.0,31,1581416,31,0,0.06451612903225806,-9.252005,-6.418889,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,336,1226,120,William Morrow Paperbacks,2006.0,1.0,1226.0,2840,1581416,1226,1,0.09787928221859707,-1.3724266,-5.4915457,0.0,0.0,10.603018,-16.894304,0.0,0.0,0,0,1,0,0,0,0
Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,704,40049,2391,William Morrow Paperbacks,2005.0,1.0,40049.0,40049,1581416,40049,0,0.05970186521511149,-2.520605,-5.521044,0.0,0.0,5.583334,6.1688285,0.0,0.0,0,0,1,0,0,0,0
Desert Flower,Waris Dirie,4.15,240,11981,735,William Morrow Paperbacks,2011.0,1.0,11981.0,14502,1581416,11981,0,0.06134713296052082,-7.3266754,-5.349419,-23.488527,13.991123,-18.455389,7.7552085,0.0,0.0,0,0,1,0,0,0,0
A Short History of World War II,James L. Stokesbury,3.95,416,472,41,William Morrow Paperbacks,1980.0,1.0,472.0,825,1581416,825,0,0.08686440677966102,-5.248781,-5.5640626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
NYC Ballet Workout,Peter Martins,4.01,208,238,10,William Morrow Paperbacks,1997.0,1.0,238.0,238,1581416,238,0,0.04201680672268908,-2.784154,-1.5871547,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.95,578,55525,1223,William Morrow Paperbacks,2007.0,1.0,55525.0,203494,1581416,100227,1,0.022026114362899595,-2.0542126,-4.754794,0.0,0.0,17.377878,-17.131779,0.0,0.0,0,0,1,0,0,0,0
Lucy Sullivan Is Getting Married,Marian Keyes,3.77,640,43077,690,William Morrow Paperbacks,2007.0,1.0,43077.0,203494,1581416,100227,0,0.016017828539591893,-1.8901458,-4.615239,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,3.82,368,1625,42,William Morrow Paperbacks,2005.0,1.0,1625.0,203494,1581416,100227,0,0.025846153846153845,-4.401432,-2.7535844,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,912,5161,184,William Morrow Paperbacks,2005.0,1.0,5161.0,21493,1581416,6531,0,0.035652005425305174,0.56556845,-3.2339964,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
