,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
185,31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,006091646X,9780060916466,eng,255,7368,185,1989-01-01,William Morrow Paperbacks
186,31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.26,0688172172,9780688172176,eng,352,15190,532,1999-08-18,William Morrow Paperbacks
187,31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,0060838639,9780060838638,eng,451,2539,331,2005-08-02,William Morrow Paperbacks
188,33026,The Dream and the Underworld,James Hillman,4.22,0060906820,9780060906825,en-US,256,746,34,1979-07-25,William Morrow Paperbacks
189,33458,The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,3.87,0060735457,9780060735456,en-US,304,29113,1203,2004-05-25,William Morrow Paperbacks
190,33541,A Short History of World War I,James L. Stokesbury,3.95,0688001297,9780688001292,eng,352,353,43,1981-02-01,William Morrow Paperbacks
191,33768,Behaving Like Adults,Anna Maxted,3.54,0060096683,9780060096687,eng,400,2729,105,2004-08-03,William Morrow Paperbacks
192,33774,Running in Heels,Anna Maxted,3.53,0060988258,9780060988258,eng,432,5826,207,2002-05-28,William Morrow Paperbacks
193,34251,The Girl in the Glass,Jeffrey Ford,3.72,0060936193,9780060936198,eng,304,785,126,2005-08-16,William Morrow Paperbacks
194,34762,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,0060922559,9780060922559,eng,320,222,16,2011-11-29,William Morrow Paperbacks
195,37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.82,0688140718,9780688140717,en-US,272,779,82,1995-03-28,William Morrow Paperbacks
196,43273,Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,4.19,0060014318,9780060014315,en-US,352,1215,129,2002-08-20,William Morrow Paperbacks
197,43278,Creating a Life Worth Living,Carol Lloyd,4.02,0060952431,9780060952433,eng,336,353,24,1997-08-02,William Morrow Paperbacks
198,44300,Smart Discipline: Fast  Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind,Larry J. Koenig,3.99,0060936665,9780060936662,en-US,208,13,2,2004-03-02,William Morrow Paperbacks
199,44312,Alphabet Weekends,Elizabeth Noble,3.59,0061122181,9780061122187,en-US,448,5796,386,2007-01-23,William Morrow Paperbacks
200,45516,The Die Broke Financial Problem Solver,Stephen M. Pollan,2.33,0066619912,9780066619910,en-US,272,3,0,2000-12-26,William Morrow Paperbacks
201,30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,0345538374,9780345538376,eng,1728,101233,1550,2012-09-25,Ballantine Books
202,122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054,eng,544,69167,4551,1996-09-29,Ballantine Books
203,367,Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430,eng,256,885,84,1998-10-27,Ballantine Books
204,481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272,62,4,2002-01-29,Ballantine Books
205,539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,eng,224,1371,43,1990-05-13,Ballantine Books
206,1032,Trump: The Art of the Deal,Donald J. Trump,3.66,0345479173,9780345479174,en-US,384,12748,948,2004-12-28,Ballantine Books
207,1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,0345480600,9780345480606,eng,320,28,1,2006-07-25,Ballantine Books
208,2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,0345478207,9780345478207,eng,384,585,78,2006-10-31,Ballantine Books
209,3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,0345448146,9780345448149,eng,456,51,2,2002-03-26,Ballantine Books
210,3631,Catching Alice,Clare Naylor,3.38,0449005577,9780449005576,en-US,328,948,27,2000-10-31,Ballantine Books
211,3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,0449904962,9780449904961,eng,288,1760,135,1989-11-29,Ballantine Books
212,3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,0345442121,9780345442123,eng,306,495,76,2001-02-27,Ballantine Books
213,3851,Texas Heat (Texas  #2),Fern Michaels,4.18,0345449606,9780345449603,eng,496,2025,41,2001-11-27,Ballantine Books
214,4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,0345433742,9780345433749,eng,392,272,23,2005-06-28,Ballantine Books
215,4654,The Imaginary Girlfriend,John Irving,3.42,0345458265,9780345458261,eng,208,1841,112,2002-12-03,Ballantine Books
216,4657,The Water-Method Man,John Irving,3.35,034541800X,9780345418005,eng,272,10479,251,1997-06-23,Ballantine Books
217,4658,Setting Free the Bears,John Irving,3.3,0345417984,9780345417985,eng,304,8896,217,1997-06-23,Ballantine Books
218,4660,The 158-Pound Marriage,John Irving,3.24,0345417968,9780345417961,en-US,176,11346,280,1997-06-23,Ballantine Books
219,5171,Drowning Ruth,Christina Schwarz,3.74,0345439104,9780345439109,eng,368,74161,2159,2001-07-31,Ballantine Books
220,5176,While I Was Gone,Sue Miller,3.69,0345443284,9780345443281,eng,304,56320,1185,2000-05-12,Ballantine Books
221,5190,Open House,Elizabeth Berg,3.7,0345435168,9780345435163,eng,272,54119,1629,2001-05-01,Ballantine Books
222,6545,In the Dark of the Night,John Saul,3.88,034548701X,9780345487018,eng,324,4278,178,2006-07-18,Ballantine Books
223,6546,Perfect Nightmare,John Saul,3.89,0345467329,9780345467324,eng,384,3721,236,2006-04-25,Ballantine Books
224,6552,Midnight Voices,John Saul,3.75,0449006530,9780449006535,eng,384,2756,142,2003-03-04,Ballantine Books
225,6553,The Manhattan Hunt Club,John Saul,3.98,0345490649,9780345490643,eng,384,4889,221,2006-03-28,Ballantine Books
226,6557,The Presence,John Saul,3.76,0449002411,9780449002414,eng,432,2699,90,1998-04-29,Ballantine Books
227,6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann,3.45,0345476638,9780345476630,eng,311,234,77,2006-01-31,Ballantine Books
228,7071,My Movie Business: A Memoir,John Irving,3.34,0345441303,9780345441300,eng,222,1113,60,2000-10-10,Ballantine Books
229,7681,Five Patients,Michael Crichton,3.48,0345354648,9780345354648,eng,204,4828,97,1989-01-13,Ballantine Books
230,7684,Twister,Michael Crichton,3.63,0345409701,9780345409706,eng,182,18,1,1999-04-07,Ballantine Books
231,8515,The Man Who Listens to Horses,Monty Roberts,4.12,034542705X,9780345427052,en-US,352,9963,206,1998-11-28,Ballantine Books
232,8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,0345487427,9780345487421,eng,217,506,53,2006-12-26,Ballantine Books
233,8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,3.0,0345251679,9780345251671,eng,0,10,2,1976-04-12,Ballantine Books
234,8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,0345251229,9780345251220,eng,183,12,1,1976-06-01,Ballantine Books
235,9350,The Virtues of Aging,Jimmy Carter,3.55,0345425928,9780345425928,eng,160,221,36,1998-10-13,Ballantine Books
236,9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,0449910288,9780449910283,eng,224,911,42,1995-09-11,Ballantine Books
237,9503,Saving Fish from Drowning,Amy Tan,3.43,034546401X,9780345464019,eng,472,26762,2524,2006-09-26,Ballantine Books
238,9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4.0,0345453867,9780345453860,eng,336,11205,431,2006-12-26,Ballantine Books
239,10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.1,0449911411,9780449911419,eng,408,4746,298,1996-09-29,Ballantine Books
240,10106,The Children of Henry VIII,Alison Weir,4.05,0345407865,9780345407863,eng,385,11134,418,1997-07-08,Ballantine Books
241,10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,0449908976,9780449908976,en-US,432,501,36,1994-01-03,Ballantine Books
242,10607,Black House (The Talisman  #2),Stephen King,4.01,034547063X,9780345470638,eng,688,46428,1220,2003-09-30,Ballantine Books
243,10880,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson,4.14,0345377966,9780345377968,eng,720,2961,116,1998-04-07,Ballantine Books
244,10993,The Eight,Katherine Neville,3.91,0345419081,9780345419088,eng,624,536,60,1997-06-23,Ballantine Books
245,11366,The Guns of August,Barbara W. Tuchman,4.17,0345476093,9780345476098,eng,606,40927,1671,2004-08-03,Ballantine Books
246,11502,The Gift of Asher Lev,Chaim Potok,4.16,0449001156,9780449001158,eng,384,6224,339,1997-09-10,Ballantine Books
247,11503,In the Beginning,Chaim Potok,4.08,044900113X,9780449001134,eng,416,2222,120,1997-09-10,Ballantine Books
248,11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,0345464567,9780345464569,eng,640,811,55,2003-11-04,Ballantine Books
249,12417,The Poet of Tolstoy Park,Sonny Brewer,3.93,0345476328,9780345476326,eng,304,565,118,2006-03-28,Ballantine Books
250,12442,The Plague Dogs,Richard  Adams,3.85,0345494024,9780345494023,eng,390,5875,401,2006-11-28,Ballantine Books
251,12555,The Bonesetter's Daughter,Amy Tan,3.99,0345457374,9780345457370,eng,387,108440,2689,2003-02-04,Ballantine Books
252,13069,Naked Came the Manatee,Carl Hiaasen,3.48,0449001245,9780449001240,eng,208,2303,161,1998-01-20,Ballantine Books
253,14769,Davita's Harp,Chaim Potok,3.99,0449911837,9780449911839,eng,371,5005,314,1996-08-27,Ballantine Books
254,15549,Armageddon's Children (Genesis of Shannara  #1),Terry Brooks,4.1,0345484088,9780345484086,eng,371,12609,524,2006-09-30,Ballantine Books
255,15764,The Amateur Marriage,Anne Tyler,3.62,0345472454,9780345472458,eng,342,12986,1112,2006-01-31,Ballantine Books
256,16047,A Thread of Grace,Mary Doria Russell,4.02,0449004139,9780449004135,eng,442,11782,1332,2005-12-06,Ballantine Books
257,16141,Ego and Hubris: The Michael Malice Story,Harvey Pekar,3.67,0345479394,9780345479396,eng,160,390,57,2006-04-11,Ballantine Books
258,16448,Welcome to the Great Mysterious,Lorna Landvik,3.78,0345442741,9780345442741,eng,368,2432,202,2002-01-02,Ballantine Books
259,16449,Oh My Stars,Lorna Landvik,3.89,0345468368,9780345468369,eng,416,5500,514,2006-02-28,Ballantine Books
260,16450,Your Oasis on Flame Lake,Lorna Landvik,3.59,0449002985,9780449002988,eng,320,2194,129,1998-06-16,Ballantine Books
261,16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,0345487664,9780345487667,eng,752,177,7,2005-10-04,Ballantine Books
262,16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,034591483X,9780345914835,eng,154,591,31,1999-07-01,Ballantine Books
263,16948,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,044900483X,9780449004838,eng,451,15158,1417,1999-02-02,Ballantine Books
264,17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,0345487621,9780345487629,eng,345,938,46,2007-07-31,Ballantine Books
265,17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,4.27,0345409469,9780345409461,eng,459,50343,2084,1997-02-25,Ballantine Books
266,19578,Lost Boy Lost Girl,Peter Straub,3.48,0449149919,9780449149911,eng,368,4017,296,2004-09-28,Ballantine Books
267,21200,More Classic Italian Cooking,Marcella Hazan,4.48,0345314034,9780345314031,eng,465,64,3,1984-07-12,Ballantine Books
268,21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9780345481337,eng,286,2735,162,2006-09-19,Ballantine Books
269,21278,Caught Stealing (Hank Thompson  #1),Charlie Huston,4.04,0345464788,9780345464781,eng,240,4797,431,2005-05-31,Ballantine Books
270,21787,The Princess Bride,William Goldman,4.26,0345418263,9780345418265,eng,456,703676,13878,2003-07-15,Ballantine Books
271,21806,Boys and Girls Together,William Goldman,3.67,0345439732,9780345439734,eng,768,753,59,2001-07-31,Ballantine Books
272,22026,The Sicilian,Mario Puzo,3.97,0345441702,9780345441706,eng,416,16557,502,2001-05-01,Ballantine Books
273,22027,The Dark Arena,Mario Puzo,3.35,0345441699,9780345441690,eng,288,1554,54,2001-05-01,Ballantine Books
274,22028,Omerta,Mario Puzo,3.71,0345432401,9780345432407,eng,369,12374,330,2001-05-01,Ballantine Books
275,22037,The Fortunate Pilgrim,Mario Puzo,3.83,0345476727,9780345476722,eng,304,3232,222,2004-09-28,Ballantine Books
276,22082,Jurassic Park,Michael Crichton,4.02,0345418956,9780345418951,en-US,400,27,5,1997-06-23,Ballantine Books
277,22898,The Probable Future,Alice Hoffman,3.83,0345455916,9780345455918,eng,352,11910,965,2004-06-01,Ballantine Books
278,24223,The Art of Warfare,Sun Tzu,3.97,034536239X,9780345362391,eng,336,824,55,1993-03-02,Ballantine Books
279,24804,A Parchment of Leaves,Silas House,4.18,0345464974,9780345464972,eng,304,3192,357,2003-08-26,Ballantine Books
280,25347,Out of Egypt (Christ the Lord  #1),Anne Rice,3.58,0345436830,9780345436832,eng,350,11519,981,2006-10-31,Ballantine Books
281,26175,To the Last Man: A Novel of the First World War,Jeff Shaara,4.22,0345461363,9780345461360,eng,636,4809,315,2005-08-30,Ballantine Books
282,26653,The Coal Tattoo,Silas House,4.04,0345480058,9780345480057,eng,368,1789,144,2005-08-30,Ballantine Books
283,26654,Clay's Quilt,Silas House,3.95,0345450698,9780345450692,eng,320,2685,235,2002-02-26,Ballantine Books
284,27309,The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,0345391691,9780345391698,eng,480,5677,254,2001-01-30,Ballantine Books
285,27313,The Analects of Confucius: A Philosophical Translation,Confucius,3.83,0345434072,9780345434074,eng,352,180,16,1999-09-07,Ballantine Books
286,28356,I'm the One That I Want,Margaret Cho,3.69,0345440145,9780345440143,eng,228,1459,132,2002-04-30,Ballantine Books
287,28867,The Princes of Ireland (The Dublin Saga  #1),Edward Rutherfurd,3.86,0345472357,9780345472359,eng,778,10514,865,2005-03-01,Ballantine Books
288,29488,Candy,Luke Davies,4.09,0345423879,9780345423870,en-US,304,5838,301,1998-06-16,Ballantine Books
289,29917,The Rising Tide (World War II: 1939-1945  #1),Jeff Shaara,4.11,034546141X,9780345461414,eng,576,5709,390,2006-11-07,Ballantine Books
290,29919,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,Jeff Shaara,4.11,0345464885,9780345464880,eng,288,584,59,2006-04-25,Ballantine Books
291,29920,Rise to Rebellion,Jeff Shaara,4.18,0345427548,9780345427540,eng,492,5745,383,2004-06-29,Ballantine Books
292,29922,Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,4.14,0345427513,9780345427519,eng,424,191,18,2001-07-03,Ballantine Books
293,29923,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,0345434811,9780345434814,eng,640,13438,314,2000-05-02,Ballantine Books
294,30067,Drop Dead Gorgeous (Blair Mallory  #2),Linda Howard,3.93,0345486587,9780345486585,eng,347,7227,301,2006-11-28,Ballantine Books
295,30224,Mistral's Kiss (Merry Gentry  #5),Laurell K. Hamilton,4.04,0345443586,9780345443588,en-US,212,27026,421,2006-12-12,Ballantine Books
296,30226,A Stroke of Midnight (Merry Gentry  #4),Laurell K. Hamilton,4.07,0345443608,9780345443601,en-US,385,28551,442,2006-11-28,Ballantine Books
297,30240,A Caress of Twilight (Merry Gentry  #2),Laurell K. Hamilton,4.06,0345478169,9780345478160,en-US,348,32029,596,2005-03-15,Ballantine Books
298,31054,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33,0345477146,9780345477149,en-US,382,2132,132,2006-08-29,Ballantine Books
299,31177,Morgan's Passing,Anne Tyler,3.78,0449911721,9780449911723,eng,346,4035,108,1996-08-27,Ballantine Books
300,31178,Back When We Were Grownups,Anne Tyler,3.52,0345477243,9780345477248,eng,336,15040,1239,2004-10-26,Ballantine Books
301,31180,Celestial Navigation,Anne Tyler,3.79,0449911802,9780449911808,eng,288,3403,159,1996-08-27,Ballantine Books
302,31181,Breathing Lessons,Anne Tyler,3.66,0345485599,9780345485595,eng,350,20474,1140,2006-09-26,Ballantine Books
303,31182,The Tin Can Tree,Anne Tyler,3.6,0449911896,9780449911891,eng,264,2384,91,1996-08-27,Ballantine Books
304,31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,0345434803,9780345434807,eng,457,59191,710,2000-10-03,Ballantine Books
305,31335,Cry to Heaven,Anne Rice,3.85,0345396936,9780345396938,eng,566,18067,558,1995-04-01,Ballantine Books
306,31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,0345452887,9780345452887,eng,560,13592,897,2004-08-03,Ballantine Books
307,32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,0449910830,9780449910832,eng,452,2149,256,1998-12-29,Ballantine Books
308,32226,Horse Heaven,Jane Smiley,3.88,0804119430,9780804119436,eng,640,4583,328,2003-08-26,Ballantine Books
309,32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,0345476999,9780345476999,eng,355,27697,1190,2006-09-12,Ballantine Books
310,32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,0345476980,9780345476982,eng,401,46863,1157,2006-08-29,Ballantine Books
311,32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,034545894X,9780345458940,en-US,432,36595,1205,2005-07-26,Ballantine Books
312,32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,0345346297,9780345346292,eng,271,15444,475,1986-12-12,Ballantine Books
313,32942,Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.51,0345412818,9780345412812,eng,288,189,9,1997-05-20,Ballantine Books
314,33032,Queen of the Underworld,Gail Godwin,2.89,0345483197,9780345483195,eng,368,541,100,2007-01-30,Ballantine Books
315,34646,The Centurions (The Centurions  #1),Damion Hunter,4.14,0345296915,9780345296917,eng,384,44,7,1981-11-12,Ballantine Books
316,34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,034546639X,9780345466396,eng,240,17354,650,2004-05-04,Ballantine Books
317,34909,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,4.27,0449908402,9780449908402,eng,416,179,16,1993-08-03,Ballantine Books
318,35106,The Straight Dope,Cecil Adams,4.19,0345422910,9780345422910,eng,432,596,24,1998-02-24,Ballantine Books
319,36315,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,4.31,0345350804,9780345350800,eng,406,26857,545,2002-10-29,Ballantine Books
320,37572,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.08,0345910907,9780345910905,eng,704,143,26,1987-07-12,Ballantine Books
321,38737,The Real James Herriot: A Memoir of My Father,Jim Wight,4.2,0345434900,9780345434906,en-US,371,4247,153,2001-05-01,Ballantine Books
322,39099,The Courtesan (The Dark Queen Saga  #2),Susan Carroll,3.9,0345437977,9780345437976,eng,560,2218,104,2005-07-26,Ballantine Books
